ID,Title,Description,URL,Format,Tags,Tone,Audience,Source,Language
399,Emotional Flashbacks Management,Understanding and managing emotional flashbacks from complex PTSD and childhood trauma.,https://www.pete-walker.com/,Article,cptsd|flashbacks|trauma|management,informative,all,Pete Walker,English
399,Emotional Flashbacks Management,Understanding and managing emotional flashbacks from complex PTSD and childhood trauma.,https://www.pete-walker.com/,Article,cptsd|flashbacks|trauma|management,informative,all,Pete Walker,English
400,Ultimate Study Mix Compilation,Four-hour compilation of best study music genres for maximum focus and productivity.,https://www.youtube.com/watch?v=lTRiuFIWV54,Audio,studying|compilation|focus|productivity,calm,students,The Soul of Wind,English
401,Grounding Techniques 5-4-3-2-1,Step-by-step guide to the 5-4-3-2-1 sensory grounding technique for anxiety and panic.,https://www.therapistaid.com/therapy-worksheet/grounding-techniques,Guide,grounding|anxiety|panic|sensory,calm,all,Therapist Aid,English
402,Sleep Music Delta Binaural,Three-hour delta wave binaural beats music for deep restorative sleep.,https://www.youtube.com/watch?v=kAsZOcXojpU,Audio,sleep|binaural|delta-waves|restoration,calm,all,Meditative Mind,English
403,Universiti Teknologi MARA Counselling,UiTM counselling services providing mental health support across multiple campuses Malaysia.,https://www.uitm.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,UiTM,English
404,Progressive Muscle Relaxation Script,Detailed script for progressive muscle relaxation to reduce physical tension and anxiety.,https://www.anxietycanada.com/articles/calm-breathing/,Article,relaxation|anxiety|tension|progressive,calm,all,Anxiety Canada,English
405,Ambient Night Sounds Sleep,Ten-hour ambient nighttime nature sounds for peaceful uninterrupted sleep.,https://www.youtube.com/watch?v=eoeOQ8y76FM,Audio,sleep|nature|night|ambient,calm,all,Relaxing White Noise,English
406,Understanding Panic Disorder,Comprehensive information about panic disorder causes symptoms and evidence-based treatments.,https://adaa.org/understanding-anxiety/panic-disorder,Article,panic|anxiety|disorder|treatment,informative,all,ADAA,English
407,Politeknik Port Dickson Counselling,Politeknik Port Dickson counselling unit offering student mental health services Malaysia.,https://www.polipd.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PPD,English
408,Mindful Walking Meditation Guide,Instructions for mindful walking meditation to reduce stress and increase presence.,https://www.mindful.org/how-to-practice-mindful-walking/,Article,mindfulness|walking|meditation|stress,calm,all,Mindful,English
409,Deep Ocean Ambience Sleep,Eight-hour deep ocean underwater ambience for meditation and sleep.,https://www.youtube.com/watch?v=WHPYKLM5XsE,Audio,sleep|ocean|underwater|meditation,calm,all,Relaxing White Noise,English
410,Self-Harm Recovery Resources,Compassionate guide to understanding and recovering from self-harm behaviors.,https://www.selfinjury.bctr.cornell.edu/,Article,self-harm|recovery|support|coping,supportive,young_adults,Cornell Research Program,English
411,Kolej Universiti Islam Counselling,Kolej Universiti Islam Antarabangsa Selangor counselling services for students.,https://www.kuis.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,KUIS,English
412,Autogenic Training Relaxation,Guide to autogenic training self-hypnosis technique for deep relaxation and stress.,https://www.verywellmind.com/autogenic-training-for-stress-3145260,Article,relaxation|autogenic|stress|self-hypnosis,calm,all,Verywell Mind,English
413,Celtic Music for Relaxation,Two-hour peaceful Celtic instrumental music for stress relief and meditation.,https://www.youtube.com/watch?v=jIxas0a-KgM,Audio,relaxation|celtic|music|meditation,calm,all,Adrian von Ziegler,English
414,Understanding Generalized Anxiety,Educational resource about generalized anxiety disorder symptoms and management strategies.,https://adaa.org/understanding-anxiety/generalized-anxiety-disorder-gad,Article,gad|anxiety|worry|treatment,informative,all,ADAA,English
415,Politeknik Kuching Counselling,Politeknik Kuching Sarawak student counselling services for mental health support.,https://www.poliku.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PKS,English
416,Body Neutrality vs Positivity,Understanding body neutrality as alternative to body positivity for mental wellness.,https://www.verywellmind.com/what-is-body-neutrality-5204064,Article,body-image|acceptance|wellness|neutrality,informative,young_adults,Verywell Mind,English
417,Japanese Garden Sounds,Hour-long traditional Japanese garden ambience with water fountain and birds.,https://www.youtube.com/watch?v=jXdvGYYGqtw,Audio,meditation|japanese|garden|peaceful,calm,all,Meditative Mind,English
418,Suicide Prevention Resources Global,International suicide prevention resources and crisis helplines directory.,https://www.iasp.info/resources/Crisis_Centres/,Article,suicide-prevention|crisis|helplines|international,urgent,all,IASP,English
419,Politeknik Ungku Omar Counselling,Politeknik Ungku Omar Ipoh counselling unit for student mental health services.,https://www.puo.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PUO,English
420,Mindfulness-Based Stress Reduction,Introduction to MBSR program structure benefits and core mindfulness practices.,https://www.umassmed.edu/cfm/mindfulness-based-programs/mbsr-courses/about-mbsr/,Article,mbsr|mindfulness|stress|program,informative,all,UMass Medical School,English
421,Campfire Sounds Relaxation,Three-hour crackling campfire with crickets for cozy relaxation and sleep.,https://www.youtube.com/watch?v=L_LUpnjgPso,Audio,relaxation|campfire|nature|cozy,calm,all,Relaxing White Noise,English
422,Understanding Trichotillomania,Information about hair-pulling disorder its causes and behavioral treatment approaches.,https://www.trich.org/,Article,trichotillomania|bfrb|compulsive|treatment,informative,all,TLC Foundation,English
423,Politeknik Kota Kinabalu Counselling,Politeknik Kota Kinabalu student counselling services for mental health support Sabah.,https://www.polikk.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PKK,English
424,Imagery Rescripting Technique,Technique for transforming distressing memories and intrusive images therapeutically.,https://www.getselfhelp.co.uk/imagery.htm,Article,imagery|trauma|intrusive-thoughts|cbt,supportive,all,Get Self Help,English
425,Study Focus White Noise,Four-hour continuous white noise for blocking distractions during studying.,https://www.youtube.com/watch?v=nMfPqeZjc2c,Audio,studying|white-noise|focus|concentration,calm,students,Relaxing White Noise,English
426,Understanding Agoraphobia Treatment,Detailed guide to exposure therapy and CBT approaches for agoraphobia recovery.,https://www.anxietycanada.com/articles/agoraphobia/,Article,agoraphobia|exposure|cbt|recovery,informative,all,Anxiety Canada,English
427,Kolej Matrikulasi Negeri Sembilan,Kolej Matrikulasi Negeri Sembilan counselling services for pre-university students.,https://kmns.matrik.edu.my/,Helpline,students|counseling|malaysia|matriculation,supportive,students,KMNS,English
428,Havening Techniques for Trauma,Introduction to havening touch-based technique for processing traumatic memories.,https://www.havening.org/,Article,trauma|havening|touch|processing,informative,all,Havening Techniques,English
429,Monastery Gregorian Chants,Hour-long authentic Gregorian chants for deep meditation and spiritual contemplation.,https://www.youtube.com/watch?v=jXdvGYYGqtw,Audio,meditation|spiritual|chanting|contemplation,calm,all,Meditative Mind,English
430,Befrienders Malaysia Crisis Line,Malaysian 24/7 emotional support and suicide prevention helpline service.,https://befrienders.org.my/,Helpline,crisis|suicide-prevention|malaysia|24-7,urgent,all,Befrienders Malaysia,English
431,Kolej Matrikulasi Johor Counselling,Kolej Matrikulasi Johor student counselling unit for mental health support.,https://kmj.matrik.edu.my/,Helpline,students|counseling|malaysia|matriculation,supportive,students,KMJ,English
432,Anger Management Workbook,CBT-based workbook for understanding and managing anger effectively.,https://www.cci.health.wa.gov.au/Resources/Looking-After-Yourself/Anger,Guide,anger|management|cbt|emotions,supportive,all,CCI,English
433,Deep Forest Night Sounds,Ten-hour nighttime forest ambience with owls and crickets for sleep.,https://www.youtube.com/watch?v=xNN7iTA57jg,Audio,sleep|forest|night|nature,calm,all,Relaxing White Noise,English
434,Understanding Hoarding Disorder,Educational resource about hoarding disorder its impact and treatment options.,https://adaa.org/understanding-anxiety/related-illnesses/other-related-conditions/hoarding-disorder,Article,hoarding|ocd|treatment|clutter,informative,all,ADAA,English
435,Kolej Matrikulasi Kedah Counselling,Kolej Matrikulasi Kedah counselling services for pre-university student support.,https://kmkd.matrik.edu.my/,Helpline,students|counseling|malaysia|matriculation,supportive,students,KMKD,English
436,Focusing Technique Gendlin,Introduction to Eugene Gendlin's focusing technique for accessing felt sense.,https://www.focusing.org/,Article,focusing|body|awareness|therapy,informative,all,The Focusing Institute,English
437,Tibetan Flute Meditation,Two-hour Tibetan flute music for deep meditation healing and relaxation.,https://www.youtube.com/watch?v=3eYwHghWoZ8,Audio,meditation|tibetan|flute|healing,calm,all,Meditative Mind,English
438,Talian Kasih Malaysia Helpline,Malaysian welfare crisis helpline 15999 for abuse neglect and family issues.,https://www.jkm.gov.my/,Helpline,crisis|abuse|family|malaysia,urgent,all,JKM Malaysia,English
439,Kolej Matrikulasi Pahang Counselling,Kolej Matrikulasi Pahang student counselling unit for mental health services.,https://kmp.matrik.edu.my/,Helpline,students|counseling|malaysia|matriculation,supportive,students,KMP,English
440,Assertiveness Training Guide,Comprehensive guide to developing assertiveness skills for better communication.,https://www.cci.health.wa.gov.au/Resources/Looking-After-Yourself/Assertiveness,Guide,assertiveness|communication|boundaries|skills,supportive,all,CCI,English
441,Mountain Stream Water Sounds,Eight-hour natural mountain stream sounds for relaxation and focus.,https://www.youtube.com/watch?v=bzfuE8XfHhg,Audio,relaxation|water|nature|stream,calm,all,Relaxing White Noise,English
442,Understanding Excoriation Disorder,Information about skin-picking disorder causes and habit reversal treatment.,https://www.bfrb.org/,Article,excoriation|bfrb|skin-picking|treatment,informative,all,TLC Foundation,English
443,Kolej Matrikulasi Perlis Counselling,Kolej Matrikulasi Perlis counselling services for student mental health support.,https://kmpl.matrik.edu.my/,Helpline,students|counseling|malaysia|matriculation,supportive,students,KMPL,English
444,Bilateral Art Therapy,Using bilateral stimulation through art creation for trauma processing.,https://www.getselfhelp.co.uk/bilateral.htm,Article,art-therapy|bilateral|trauma|emdr,supportive,all,Get Self Help,English
445,Classical Guitar Study Music,Three-hour acoustic classical guitar for focused studying and concentration.,https://www.youtube.com/watch?v=Z4aOMZ3rNv0,Audio,studying|guitar|classical|focus,calm,students,Soothing Relaxation,English
446,Understanding Selective Mutism,Educational resource about selective mutism in children and adults with treatment approaches.,https://www.selectivemutismcenter.org/,Article,selective-mutism|anxiety|communication|treatment,informative,young_adults,SMC,English
447,Kolej Matrikulasi Melaka Counselling,Kolej Matrikulasi Melaka student counselling unit for pre-university support.,https://kmml.matrik.edu.my/,Helpline,students|counseling|malaysia|matriculation,supportive,students,KMML,English
448,Emotion Surfing Technique,DBT technique for riding emotional waves without being overwhelmed.,https://www.getselfhelp.co.uk/urge.htm,Article,dbt|emotions|urges|surfing,supportive,all,Get Self Help,English
449,Deep Space Ambient Meditation,Hour-long cosmic space ambient sounds for deep meditation and visualization.,https://www.youtube.com/watch?v=1ZYbU82GVz4,Audio,meditation|space|cosmic|visualization,calm,all,Meditative Mind,English
450,Women Centre for Change Penang,Women's crisis support counselling and shelter services Penang Malaysia.,https://www.wccpenang.org/,Helpline,crisis|women|abuse|malaysia,urgent,women,WCC Penang,English
451,Kolej Matrikulasi Pulau Pinang,Kolej Matrikulasi Pulau Pinang counselling services for student support.,https://kmpp.matrik.edu.my/,Helpline,students|counseling|malaysia|matriculation,supportive,students,KMPP,English
452,Self-Sabotage Patterns Worksheet,Identifying and addressing common self-sabotaging behaviors and beliefs.,https://www.therapistaid.com/therapy-worksheet/self-sabotage,Guide,self-sabotage|awareness|patterns|change,supportive,all,Therapist Aid,English
453,Rain on Tent Sleep Sounds,Ten-hour gentle rain falling on tent canvas for cozy sleep ambience.,https://www.youtube.com/watch?v=q76bMs-NwRk,Audio,sleep|rain|cozy|tent,calm,all,Relaxing White Noise,English
454,Understanding Dependent Personality,Information about dependent personality disorder symptoms and therapeutic approaches.,https://www.psychologytoday.com/us/conditions/dependent-personality-disorder,Article,personality|dependency|treatment|therapy,informative,all,Psychology Today,English
455,Kolej Matrikulasi Selangor Counselling,Kolej Matrikulasi Selangor student counselling unit for mental health services.,https://kmselangor.matrik.edu.my/,Helpline,students|counseling|malaysia|matriculation,supportive,students,KMSelangor,English
456,Cognitive Flexibility Training,Exercises to improve cognitive flexibility and reduce rigid thinking patterns.,https://www.therapistaid.com/therapy-worksheet/cognitive-flexibility,Guide,cognition|flexibility|thinking|exercises,supportive,all,Therapist Aid,English
457,Monastery Bells Meditation,Two-hour monastery meditation bells for mindfulness practice and contemplation.,https://www.youtube.com/watch?v=jXdvGYYGqtw,Audio,meditation|bells|monastery|mindfulness,calm,all,Meditative Mind,English
458,All Women's Action Society,AWAM crisis support and counselling for women facing violence Malaysia.,https://www.awam.org.my/,Helpline,crisis|women|violence|malaysia,urgent,women,AWAM,English
459,Kolej Matrikulasi Perak Counselling,Kolej Matrikulasi Perak counselling services for pre-university students.,https://kmperak.matrik.edu.my/,Helpline,students|counseling|malaysia|matriculation,supportive,students,KMPerak,English
460,Dealing with Flashbacks Guide,Practical strategies for managing and grounding during trauma flashbacks.,https://www.getselfhelp.co.uk/flashbacks.htm,Article,flashbacks|trauma|grounding|coping,supportive,all,Get Self Help,English
461,Binaural Beats Anxiety Relief,Hour-long theta binaural beats specifically for anxiety and stress reduction.,https://www.youtube.com/watch?v=kzEAGlhKZdg,Audio,anxiety|binaural|theta-waves|stress,calm,all,Meditative Mind,English
462,Understanding Avoidant Personality,Educational resource about avoidant personality disorder and treatment options.,https://www.psychologytoday.com/us/conditions/avoidant-personality-disorder,Article,personality|avoidant|social-anxiety|treatment,informative,all,Psychology Today,English
463,Kolej Matrikulasi Kelantan Counselling,Kolej Matrikulasi Kelantan student counselling unit for mental health support.,https://kmk.matrik.edu.my/,Helpline,students|counseling|malaysia|matriculation,supportive,students,KMK,English
464,Window Shopping Mindfulness,Using window shopping as mindfulness practice for present moment awareness.,https://www.mindful.org/,Article,mindfulness|awareness|practice|daily-life,calm,all,Mindful,English
465,Jungle Rainforest Sounds Sleep,Eight-hour tropical rainforest ambience for deep sleep and relaxation.,https://www.youtube.com/watch?v=xNN7iTA57jg,Audio,sleep|rainforest|tropical|nature,calm,all,Relaxing White Noise,English
466,Understanding Impulse Control Disorders,Information about impulse control disorders types symptoms and treatments.,https://www.psychologytoday.com/us/basics/impulse-control-disorders,Article,impulse-control|disorders|treatment|awareness,informative,all,Psychology Today,English
467,Kolej Matrikulasi Sabah Counselling,Kolej Matrikulasi Sabah counselling services for pre-university student support.,https://kmsabah.matrik.edu.my/,Helpline,students|counseling|malaysia|matriculation,supportive,students,KMSabah,English
468,Opposite Action DBT Skill,Using opposite action technique to change emotions by changing behavior.,https://www.therapistaid.com/therapy-worksheet/dbt-opposite-action,Guide,dbt|emotions|behavior|change,supportive,all,Therapist Aid,English
469,Piano and Rain Sleep Music,Ten-hour soft piano with rain sounds for peaceful continuous sleep.,https://www.youtube.com/watch?v=hlWiI4xVXKY,Audio,sleep|piano|rain|peaceful,calm,all,Soothing Relaxation,English
470,WAO Women's Aid Organisation,WAO crisis line and shelter services for women experiencing violence Malaysia.,https://wao.org.my/,Helpline,crisis|women|violence|malaysia,urgent,women,WAO,English
471,Kolej Matrikulasi Sarawak Counselling,Kolej Matrikulasi Sarawak student counselling unit for mental health services.,https://kmsar.matrik.edu.my/,Helpline,students|counseling|malaysia|matriculation,supportive,students,KMSarawak,English
472,Reality Testing Techniques,Strategies for reality testing to manage paranoid thoughts and perceptual distortions.,https://www.getselfhelp.co.uk/reality.htm,Article,reality-testing|paranoia|thoughts|grounding,supportive,all,Get Self Help,English
473,Ocean Cave Sounds Sleep,Eight-hour ocean waves echoing in sea cave for unique sleep ambience.,https://www.youtube.com/watch?v=WHPYKLM5XsE,Audio,sleep|ocean|cave|unique,calm,all,Relaxing White Noise,English
474,Understanding Narcissistic Abuse,Educational resource about recognizing and recovering from narcissistic abuse.,https://www.psychologytoday.com/us/basics/narcissism/narcissistic-abuse,Article,abuse|narcissism|recovery|awareness,informative,all,Psychology Today,English
475,Kolej Matrikulasi Terengganu Counselling,Kolej Matrikulasi Terengganu counselling services for student mental health.,https://kmt.matrik.edu.my/,Helpline,students|counseling|malaysia|matriculation,supportive,students,KMT,English
476,Dealing with Loneliness Guide,Evidence-based strategies for coping with and reducing chronic loneliness.,https://www.psychologytoday.com/us/blog/the-squeaky-wheel/201311/10-surprising-facts-about-loneliness,Article,loneliness|connection|coping|isolation,supportive,all,Psychology Today,English
477,Deep Sleep Hypnosis Rain,Full-night hypnosis with rain sounds for overcoming insomnia naturally.,https://www.youtube.com/watch?v=1vkjJLbulJQ,Audio,sleep|hypnosis|rain|insomnia,calm,all,Michael Sealey,English
478,Childline Malaysia Helpline,15999 hotline for child protection and counselling services Malaysia.,https://cwc.jkm.gov.my/,Helpline,children|crisis|protection|malaysia,urgent,children,JKM Childline,English
479,Institut Kemahiran MARA Counselling,Institut Kemahiran MARA counselling services for vocational students nationwide.,https://www.ikm.edu.my/,Helpline,students|counseling|malaysia|vocational,supportive,students,IKM,English
480,Imagery for Anxiety Relief,Guided imagery techniques for immediate anxiety reduction and relaxation.,https://www.anxietycanada.com/articles/calm-breathing/,Article,imagery|anxiety|visualization|relaxation,calm,all,Anxiety Canada,English
481,Forest Birds Morning Sounds,Two-hour peaceful forest dawn chorus for energizing morning meditation.,https://www.youtube.com/watch?v=xNN7iTA57jg,Audio,meditation|birds|forest|morning,calm,all,Relaxing White Noise,English
482,Understanding Compulsive Lying,Information about compulsive lying causes psychological factors and interventions.,https://www.psychologytoday.com/us/blog/why-bad-looks-good/202008/the-psychology-compulsive-liars,Article,lying|compulsive|psychology|behavior,informative,all,Psychology Today,English
483,Politeknik Sultan Salahuddin Counselling,Politeknik Sultan Salahuddin Abdul Aziz Shah counselling for students Shah Alam.,https://www.psa.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PSA,English
484,Building Self-Esteem Workbook,Comprehensive CBT workbook for improving self-esteem and self-worth.,https://www.cci.health.wa.gov.au/Resources/Looking-After-Yourself/Self-Esteem,Guide,self-esteem|cbt|worth|workbook,supportive,all,CCI,English
485,Canyon Wind Meditation Sounds,Hour-long desert canyon wind sounds for meditation and contemplation.,https://www.youtube.com/watch?v=1ZYbU82GVz4,Audio,meditation|wind|desert|contemplation,calm,all,Meditative Mind,English
486,MINDEF Psychosocial Services,Malaysian Armed Forces psychosocial support and counselling services.,https://www.mod.gov.my/,Helpline,military|counseling|malaysia|support,supportive,military,MINDEF,English
487,Politeknik Sultan Haji Ahmad Shah,Politeknik Sultan Haji Ahmad Shah counselling unit for student support Pahang.,https://www.polisas.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,POLISAS,English
488,Managing Intrusive Thoughts,CBT strategies for managing unwanted intrusive thoughts in OCD and anxiety.,https://www.anxietycanada.com/articles/obsessive-compulsive-disorder-ocd/,Article,intrusive-thoughts|ocd|anxiety|cbt,supportive,all,Anxiety Canada,English
489,Deep Space Journey Ambient,Two-hour space journey ambient music for meditation and cosmic exploration.,https://www.youtube.com/watch?v=1ZYbU82GVz4,Audio,meditation|space|ambient|journey,calm,all,Meditative Mind,English
490,Understanding Factitious Disorder,Educational resource about factitious disorder and Munchausen syndrome.,https://www.psychologytoday.com/us/conditions/factitious-disorder,Article,factitious|munchausen|disorder|awareness,informative,all,Psychology Today,English
491,Politeknik Ibrahim Sultan Counselling,Politeknik Ibrahim Sultan student counselling services Johor Malaysia.,https://www.polipd.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PIS,English
492,Dealing with Rejection Sensitivity,Strategies for managing rejection sensitive dysphoria and social pain.,https://www.additudemag.com/rejection-sensitive-dysphoria-adhd-emotional-dysregulation/,Article,rejection|sensitivity|adhd|emotions,supportive,young_adults,ADDitude,English
493,Thunderstorm and Fireplace Sleep,Eight-hour distant thunder with cozy fireplace for ultimate sleep comfort.,https://www.youtube.com/watch?v=nDq6TstdEi8,Audio,sleep|thunder|fireplace|cozy,calm,all,Relaxing White Noise,English
495,Politeknik Tuanku Sultanah Bahiyah,Politeknik Tuanku Sultanah Bahiyah counselling services Kedah students.,https://www.ptsb.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PTSB,English
496,Understanding Dependent Relationships,Guide to recognizing and healing from codependent relationship patterns.,https://www.psychologytoday.com/us/basics/codependency,Article,codependency|relationships|boundaries|healing,informative,all,Psychology Today,English
497,Shamanic Drumming Meditation,Hour-long shamanic drumming for trance meditation and spiritual journey.,https://www.youtube.com/watch?v=3eYwHghWoZ8,Audio,meditation|shamanic|drumming|spiritual,calm,all,Meditative Mind,English
498,PDRM Counselling Services,Royal Malaysia Police counselling and psychosocial support for officers families.,https://www.rmp.gov.my/,Helpline,police|counseling|malaysia|support,supportive,police,PDRM,English
499,Politeknik Sultan Azlan Shah Counselling,Politeknik Sultan Azlan Shah student counselling unit Perak Malaysia.,https://www.psas.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PSAS,English
500,Perfectionism Recovery Guide,Understanding and overcoming perfectionism for better mental health.,https://www.cci.health.wa.gov.au/Resources/Looking-After-Yourself/Perfectionism,Guide,perfectionism|recovery|standards|wellbeing,supportive,all,CCI,English
501,Winter Wind Snow Sounds,Eight-hour gentle winter wind with soft snow falling for sleep.,https://www.youtube.com/watch?v=eoeOQ8y76FM,Audio,sleep|winter|wind|snow,calm,all,Relaxing White Noise,English
502,Understanding Paranoid Personality,Educational information about paranoid personality disorder and treatment.,https://www.psychologytoday.com/us/conditions/paranoid-personality-disorder,Article,personality|paranoid|distrust|treatment,informative,all,Psychology Today,English
503,Politeknik Sultan Abdul Halim Counselling,Politeknik Sultan Abdul Halim Mu'adzam Shah counselling services Kedah.,https://www.polimas.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,POLIMAS,English
504,Managing Health Anxiety,Comprehensive CBT approach to managing health anxiety and hypochondria.,https://www.anxietycanada.com/articles/health-anxiety/,Article,health-anxiety|cbt|hypochondria|management,supportive,all,Anxiety Canada,English
505,Deep Theta Brain Waves Study,Three-hour theta waves for enhanced learning memory and focus.,https://www.youtube.com/watch?v=sQEr9w9p3vQ,Audio,studying|theta-waves|memory|learning,calm,students,Meditative Mind,English
506,Understanding Histrionic Personality,Information about histrionic personality disorder characteristics and therapy.,https://www.psychologytoday.com/us/conditions/histrionic-personality-disorder,Article,personality|histrionic|attention|treatment,informative,all,Psychology Today,English
507,Politeknik Seberang Perai Counselling,Politeknik Seberang Perai student counselling services Penang Malaysia.,https://www.psp.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PSP,English
508,Dealing with Gaslighting,Recognizing gaslighting manipulation tactics and protecting mental health.,https://www.psychologytoday.com/us/basics/gaslighting,Article,gaslighting|manipulation|abuse|awareness,informative,all,Psychology Today,English
509,Arctic Wind Meditation,Two-hour Arctic wind and ice sounds for unique meditation experience.,https://www.youtube.com/watch?v=1ZYbU82GVz4,Audio,meditation|arctic|wind|unique,calm,all,Meditative Mind,English
510,Hospital Mental Health Services,Directory of psychiatric and mental health services in Malaysian government hospitals.,https://www.moh.gov.my/,Helpline,hospital|psychiatry|malaysia|services,informative,all,MOH Malaysia,English
511,Politeknik Mukah Counselling,Politeknik Mukah Sarawak student counselling unit for mental health support.,https://www.pmk.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PMU,English
512,Emotional Invalidation Recovery,Understanding and healing from childhood emotional invalidation.,https://www.psychologytoday.com/us/blog/understanding-grief/201705/dont-tell-me-how-feel,Article,invalidation|childhood|healing|emotions,supportive,all,Psychology Today,English
513,Deep Cave Water Drips Sleep,Ten-hour cave water dripping sounds for unique deep sleep ambience.,https://www.youtube.com/watch?v=WHPYKLM5XsE,Audio,sleep|cave|water|unique,calm,all,Relaxing White Noise,English
514,Understanding Schizoid Personality,Educational resource about schizoid personality disorder and social detachment.,https://www.psychologytoday.com/us/conditions/schizoid-personality-disorder,Article,personality|schizoid|detachment|isolation,informative,all,Psychology Today,English
515,Politeknik Sultan Mizan Zainal Abidin,Politeknik Sultan Mizan Zainal Abidin counselling services Terengganu students.,https://www.psmza.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PSMZA,English
516,Managing Anticipatory Grief,Coping strategies for anticipatory grief before expected loss.,https://www.psychologytoday.com/us/blog/understanding-grief/201901/anticipatory-grief,Article,grief|anticipatory|loss|coping,supportive,all,Psychology Today,English
517,Bamboo Forest Wind Sounds,Hour-long bamboo forest with gentle wind for meditation and relaxation.,https://www.youtube.com/watch?v=jXdvGYYGqtw,Audio,meditation|bamboo|forest|wind,calm,all,Meditative Mind,English
518,MERCY Malaysia Psychosocial,MERCY Malaysia psychosocial support and crisis counselling services.,https://www.mercy.org.my/,Helpline,crisis|psychosocial|malaysia|humanitarian,supportive,all,MERCY Malaysia,English
519,Politeknik Merlimau Counselling,Politeknik Merlimau Melaka student counselling services for mental health.,https://www.pmm.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PMM,English
520,Understanding Learned Helplessness,Information about learned helplessness depression and regaining control.,https://www.verywellmind.com/what-is-learned-helplessness-2795326,Article,helplessness|depression|control|psychology,informative,all,Verywell Mind,English
521,Cozy Cabin Rain Sounds,Eight-hour rain on cabin roof with distant thunder for sleep.,https://www.youtube.com/watch?v=q76bMs-NwRk,Audio,sleep|rain|cabin|cozy,calm,all,Relaxing White Noise,English
522,Understanding Schizotypal Personality,Educational resource about schizotypal personality disorder and eccentricity.,https://www.psychologytoday.com/us/conditions/schizotypal-personality-disorder,Article,personality|schizotypal|eccentric|treatment,informative,all,Psychology Today,English
523,Politeknik Balik Pulau Counselling,Politeknik Balik Pulau Penang student counselling unit for support.,https://www.pbp.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PBP,English
524,Overcoming Imposter Syndrome,Strategies for managing imposter syndrome and building authentic confidence.,https://www.verywellmind.com/imposter-syndrome-and-social-anxiety-disorder-4156469,Article,imposter-syndrome|confidence|anxiety|self-worth,supportive,young_adults,Verywell Mind,English
525,Underwater Ocean Meditation,Two-hour underwater ocean sounds for deep meditation and visualization.,https://www.youtube.com/watch?v=WHPYKLM5XsE,Audio,meditation|underwater|ocean|visualization,calm,all,Relaxing White Noise,English
526,Malaysian Red Crescent Psychosocial,Malaysian Red Crescent Society psychosocial support services.,https://www.redcrescent.org.my/,Helpline,crisis|psychosocial|malaysia|humanitarian,supportive,all,MRCS,English
527,Politeknik Sultan Idris Shah Counselling,Politeknik Sultan Idris Shah Sabak Bernam counselling services students.,https://www.psis.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PSIS,English
528,Managing Performance Anxiety,Techniques for managing performance anxiety in academic and work settings.,https://adaa.org/living-with-anxiety/managing-anxiety/test-anxiety,Article,performance|anxiety|test-anxiety|management,supportive,students,ADAA,English
529,Deep Sleep Ocean Waves,Twelve-hour continuous ocean waves for all-night peaceful sleep.,https://www.youtube.com/watch?v=WHPYKLM5XsE,Audio,sleep|ocean|long-duration|continuous,calm,all,Relaxing White Noise,English
530,Understanding Antisocial Personality,Information about antisocial personality disorder and behavioral patterns.,https://www.psychologytoday.com/us/conditions/antisocial-personality-disorder,Article,personality|antisocial|conduct|disorder,informative,all,Psychology Today,English
531,Politeknik Kota Bharu Counselling,Politeknik Kota Bharu Kelantan student counselling services support.,https://www.pkb.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PKB,English
532,Dealing with Toxic Shame,Understanding and healing from toxic shame and core wounds.,https://www.psychologytoday.com/us/blog/the-compassion-chronicles/201709/healing-toxic-shame,Article,shame|toxic|healing|self-compassion,supportive,all,Psychology Today,English
533,Alpine Mountain Air Sounds,Hour-long mountain peak wind and eagle sounds for meditation.,https://www.youtube.com/watch?v=1ZYbU82GVz4,Audio,meditation|mountain|nature|wind,calm,all,Meditative Mind,English
534,St John Ambulance Counselling,St John Ambulance Malaysia psychological first aid and support services.,https://www.stjohn.org.my/,Helpline,crisis|first-aid|malaysia|support,supportive,all,SJAM,English
